word,label,bound,flag,radical,pinyin
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
LB,O,S,x,UNK,UNK
基,O,B,n,土,jī
金,O,M,n,金,jīn
项,O,M,n,页,xiàng
目,O,E,n,目,mù
:,O,S,x,UNK,UNK
国,O,B,nt,囗,guó
家,O,M,nt,宀,jiā
自,O,M,nt,自,zì
然,O,M,nt,灬,rán
科,O,M,nt,禾,kē
学,O,M,nt,子,xué
基,O,M,nt,土,jī
金,O,E,nt,金,jīn
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
教,O,B,n,攵,jiào
育,O,M,n,月,yù
部,O,E,n,阝,bù
留,O,B,v,田,liú
学,O,E,v,子,xué
归,O,B,ns,彐,guī
国,O,E,ns,囗,guó
人,O,B,n,人,rén
员,O,E,n,口,yuán
基,O,S,a,土,jī
LB,O,S,x,UNK,UNK
金,O,S,nr,金,jīn
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
博,O,B,nr,十,bó
士,O,M,nr,士,shì
后,O,E,nr,口,hòu
基,O,B,n,土,jī
金,O,E,n,金,jīn
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
黑,O,B,ns,黑,hēi
龙,O,M,ns,龙,lóng
江,O,M,ns,氵,jiāng
省,O,E,ns,目,shěng
留,O,B,v,田,liú
学,O,E,v,子,xué
归,O,B,ns,彐,guī
国,O,E,ns,囗,guó
人,O,S,n,人,rén
LB,O,S,x,UNK,UNK
员,O,S,zg,口,yuán
基,O,B,n,土,jī
金,O,E,n,金,jīn
(,O,S,x,UNK,UNK
L,O,B,eng,UNK,UNK
C,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
C,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,E,eng,UNK,UNK
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
(,O,S,x,UNK,UNK
安,O,B,ns,宀,ān
盟,O,E,ns,皿,méng
盟,O,S,n,皿,méng
、,O,S,x,UNK,UNK
宋,O,S,nr,宀,sòng
海,O,B,nr,氵,hǎi
燕,O,E,nr,灬,yàn
、,O,S,x,UNK,UNK
朱,O,S,nr,木,zhū
莉,O,B,nrt,艹,lì
莉,O,E,nrt,艹,lì
、,O,S,x,UNK,UNK
王,O,B,nr,王,wáng
政,O,E,nr,攵,zhèng
、,O,S,x,UNK,UNK
杨,O,B,nr,木,yáng
鲁,O,M,nr,鱼,lǔ
杰,O,E,nr,木,jié
),O,S,x,UNK,UNK
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
急,O,B,v,心,jí
诊,O,E,v,讠,zhěn
创,O,B,n,刂,chuàng
伤,O,M,n,亻,shāng
外,O,M,n,夕,wài
科,O,E,n,禾,kē
(,O,S,x,UNK,UNK
刘,O,B,nr,刂,liú
浩,O,E,nr,氵,hào
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
num,B-Disease,S,x,UNK,UNK
SPACE,I-Disease,S,x,UNK,UNK
型,I-Disease,S,k,土,xíng
糖,I-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,M,n,疒,bìng
足,I-Disease,E,n,足,zú
病,O,B,n,疒,bìng
患,O,M,n,心,huàn
者,O,E,n,耂,zhě
血,O,B,n,血,xiě
清,O,E,n,氵,qīng
与,O,S,p,一,yǔ
足,B-Anatomy,B,f,足,zú
