word,label,bound,flag,radical,pinyin
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
LB,O,S,x,UNK,UNK
基,O,B,n,土,jī
金,O,M,n,金,jīn
项,O,M,n,页,xiàng
目,O,E,n,目,mù
:,O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
糖,O,B,n,米,táng
尿,O,M,n,尸,niào
病,O,E,n,疒,bìng
医,O,B,n,匚,yī
生,O,E,n,生,shēng
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
方,O,B,n,方,fāng
案,O,E,n,木,àn
基,O,B,n,土,jī
金,O,E,n,金,jīn
LB,O,S,x,UNK,UNK
新,O,B,nz,斤,xīn
虹,O,E,nz,虫,hóng
、,O,S,x,UNK,UNK
杨,O,S,nr,木,yáng
海,O,B,nr,氵,hǎi
燕,O,E,nr,灬,yàn
、,O,S,x,UNK,UNK
罗,O,B,nr,罒,luó
佐,O,M,nr,亻,zuǒ
杰,O,E,nr,木,jié
),O,S,x,UNK,UNK
",",O,S,x,UNK,UNK
妇,O,B,n,女,fù
科,O,E,n,禾,kē
(,O,S,x,UNK,UNK
范,O,S,nr,艹,fàn
余,O,B,nrfg,人,yú
娟,O,E,nrfg,女,juān
),O,S,x,UNK,UNK
",",O,S,x,UNK,UNK
超,O,B,v,走,chāo
声,O,E,v,士,shēng
诊,O,B,v,讠,zhěn
断,O,E,v,斤,duàn
科,O,S,n,禾,kē
(,O,S,x,UNK,UNK
马,O,B,nr,马,mǎ
燕,O,E,nr,灬,yàn
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
多,B-Disease,S,m,夕,duō
囊,I-Disease,S,ng,口,náng
卵,I-Disease,B,n,卩,luǎn
巢,I-Disease,E,n,巛,cháo
综,I-Disease,B,n,纟,zōng
合,I-Disease,M,n,口,hé
征,I-Disease,E,n,彳,zhēng
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
血,B-Test,B,n,血,xiě
清,I-Test,E,n,氵,qīng
网,I-Test,B,n,冂,wǎng
膜,I-Test,E,n,月,mó
素,I-Test,S,n,糸,sù
水,O,B,n,水,shuǐ
平,O,E,n,干,píng
变,O,B,vn,又,biàn
化,O,E,vn,亻,huà
及,O,B,c,又,jí
其,O,E,c,八,qí
意,O,B,n,心,yì
义,O,E,n,丶,yì
LB,O,S,x,UNK,UNK
陆,O,B,nr,阝,lù
新,O,M,nr,斤,xīn
虹,O,E,nr,虫,hóng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
杨,O,S,nr,木,yáng
海,O,B,nr,氵,hǎi
燕,O,E,nr,灬,yàn
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
罗,O,B,nr,罒,luó
佐,O,M,nr,亻,zuǒ
杰,O,E,nr,木,jié
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
范,O,S,nr,艹,fàn
余,O,B,nrfg,人,yú
娟,O,E,nrfg,女,juān
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
马,O,B,nr,马,mǎ
燕,O,E,nr,灬,yàn
sep,sep,sep,sep,sep,sep
LB,O,S,x,UNK,UNK
[,O,S,x,UNK,UNK
提,O,B,v,扌,tí
要,O,E,v,覀,yào
],O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
探,O,B,v,扌,tàn
讨,O,E,v,讠,tǎo
网,B-Anatomy,B,n,冂,wǎng
膜,I-Anatomy,E,n,月,mó
素,I-Anatomy,S,n,糸,sù
(,O,S,x,UNK,UNK
o,O,B,eng,UNK,UNK
m,O,M,eng,UNK,UNK
e,O,M,eng,UNK,UNK
n,O,M,eng,UNK,UNK
t,O,M,eng,UNK,UNK
i,O,M,eng,UNK,UNK
n,O,E,eng,UNK,UNK
),O,S,x,UNK,UNK
在,O,S,p,土,zài
多,B-Disease,S,m,夕,duō
囊,I-Disease,S,ng,口,náng
卵,I-Disease,B,n,卩,luǎn
巢,I-Disease,E,n,巛,cháo
综,I-Disease,B,n,纟,zōng
合,I-Disease,M,n,口,hé
征,I-Disease,E,n,彳,zhēng
(,O,S,x,UNK,UNK
P,B-Disease,B,eng,UNK,UNK
C,I-Disease,M,eng,UNK,UNK
O,I-Disease,M,eng,UNK,UNK
S,I-Disease,E,eng,UNK,UNK
),O,S,x,UNK,UNK
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
血,O,B,n,血,xiě
