word,label,bound,flag,radical,pinyin
讣,O,B,n,讠,fù
告,O,E,n,口,gào
LB,O,S,x,UNK,UNK
沉,O,B,a,氵,chén
痛,O,E,a,疒,tòng
悼,O,B,n,忄,dào
念,O,E,n,心,niàn
池,O,B,nrt,氵,chí
芝,O,E,nrt,艹,zhī
盛,O,S,nr,皿,shèng
教,O,B,n,攵,jiào
授,O,E,n,扌,shòu
LB,O,S,x,UNK,UNK
池,O,B,nrt,氵,chí
芝,O,E,nrt,艹,zhī
盛,O,S,nr,皿,shèng
教,O,B,n,攵,jiào
授,O,E,n,扌,shòu
于,O,S,p,二,yú
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
年,O,S,m,干,nián
SPACE,O,S,x,UNK,UNK
num,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
月,O,S,m,月,yuè
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
日,O,S,m,日,rì
逝,O,B,v,辶,shì
世,O,E,v,一,shì
",",O,S,x,UNK,UNK
享,O,B,v,亠,xiǎng
年,O,E,v,干,nián
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
岁,O,S,m,山,suì
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
池,O,B,nrt,氵,chí
芝,O,E,nrt,艹,zhī
盛,O,S,nr,皿,shèng
教,O,B,n,攵,jiào
授,O,E,n,扌,shòu
是,O,S,v,日,shì
福,O,B,ns,礻,fú
建,O,E,ns,廴,jiàn
长,O,B,ns,长,cháng
乐,O,E,ns,丿,lè
人,O,S,n,人,rén
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
年,O,S,m,干,nián
生,O,S,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
年,O,S,m,干,nián
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
上,O,B,nt,一,shàng
海,O,M,nt,氵,hǎi
医,O,M,nt,匚,yī
学,O,M,nt,子,xué
院,O,E,nt,阝,yuàn
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
军,O,B,nt,冖,jūn
事,O,M,nt,亅,shì
医,O,M,nt,匚,yī
学,O,E,nt,子,xué
