word,label,bound,flag,radical,pinyin
甲,B-Disease,B,l,田,jiǎ
状,I-Disease,M,l,犬,zhuàng
腺,I-Disease,E,l,月,xiàn
疾,I-Disease,B,n,疒,jí
病,I-Disease,E,n,疒,bìng
LB,O,S,x,UNK,UNK
基,O,B,n,土,jī
金,O,M,n,金,jīn
项,O,M,n,页,xiàng
目,O,E,n,目,mù
:,O,S,x,UNK,UNK
金,O,B,nr,金,jīn
赛,O,E,nr,贝,sài
儿,O,B,n,儿,ér
科,O,E,n,禾,kē
中,O,B,j,丨,zhōng
青,O,M,j,青,qīng
年,O,E,j,干,nián
内,O,B,n,冂,nèi
分,O,M,n,刀,fēn
泌,O,E,n,氵,mì
医,O,B,n,匚,yī
师,O,E,n,巾,shī
科,O,B,n,禾,kē
研,O,E,n,石,yán
基,O,B,n,土,jī
金,O,E,n,金,jīn
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
-,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
甲,B-Drug,S,n,田,jiǎ
巯,I-Drug,S,g,工,qiú
咪,I-Drug,B,nz,口,mī
唑,I-Drug,E,nz,口,zuò
治,O,B,v,氵,zhì
疗,O,E,v,疒,liáo
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
例,O,S,v,亻,lì
甲,B-Disease,B,l,田,jiǎ
状,I-Disease,M,l,犬,zhuàng
腺,I-Disease,E,l,月,xiàn
功,I-Disease,B,n,力,gōng
能,I-Disease,E,n,月,néng
亢,I-Disease,B,v,亠,kàng
进,I-Disease,E,v,辶,jìn
儿,O,B,n,儿,ér
童,O,E,n,立,tóng
的,O,S,uj,白,dí
LB,O,S,x,UNK,UNK
单,O,S,n,十,dān
中,O,B,n,丨,zhōng
心,O,E,n,心,xīn
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
LB,O,S,x,UNK,UNK
毛,O,B,nr,毛,máo
晓,O,M,nr,日,xiǎo
健,O,E,nr,亻,jiàn
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
马,O,B,nr,马,mǎ
晓,O,M,nr,日,xiǎo
丹,O,E,nr,丿,dān
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
刘,O,B,nr,刂,liú
