word,label,bound,flag,radical,pinyin
内,O,B,n,冂,nèi
分,O,M,n,刀,fēn
泌,O,E,n,氵,mì
新,O,B,n,斤,xīn
闻,O,E,n,门,wén
LB,O,S,x,UNK,UNK
B,B-Drug,B,eng,UNK,UNK
e,I-Drug,M,eng,UNK,UNK
t,I-Drug,M,eng,UNK,UNK
a,I-Drug,M,eng,UNK,UNK
t,I-Drug,M,eng,UNK,UNK
r,I-Drug,M,eng,UNK,UNK
o,I-Drug,M,eng,UNK,UNK
p,I-Drug,M,eng,UNK,UNK
h,I-Drug,M,eng,UNK,UNK
i,I-Drug,M,eng,UNK,UNK
n,I-Drug,E,eng,UNK,UNK
—,O,S,x,UNK,UNK
—,O,S,x,UNK,UNK
—,O,S,x,UNK,UNK
打,O,B,v,扌,dǎ
开,O,E,v,廾,kāi
糖,B-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
治,O,B,v,氵,zhì
疗,O,E,v,疒,liáo
的,O,S,uj,白,dí
另,O,S,c,口,lìng
一,O,B,m,一,yī
扇,O,E,m,户,shàn
LB,O,S,x,UNK,UNK
大,O,B,n,大,dà
门,O,E,n,门,mén
?,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
LB,O,S,x,UNK,UNK
陈,O,B,nr,阝,chén
刚,O,E,nr,刂,gāng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
黄,O,B,nr,黄,huáng
延,O,M,nr,廴,yán
玲,O,E,nr,王,líng
LB,O,S,x,UNK,UNK
糖,B-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
已,O,B,d,己,yǐ
经,O,E,d,纟,jīng
成,O,B,v,戈,chéng
为,O,E,v,丶,wéi
人,O,B,n,人,rén
类,O,E,n,米,lèi
健,O,B,a,亻,jiàn
康,O,E,a,广,kāng
的,O,S,uj,白,dí
主,O,B,b,丶,zhǔ
要,O,E,b,覀,yào
威,O,B,vn,女,wēi
胁,O,E,vn,月,xié
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
无,O,B,m,一,wú
数,O,E,m,攵,shù
的,O,S,uj,白,dí
科,O,S,n,禾,kē
LB,O,S,x,UNK,UNK
学,O,B,n,子,xué
家,O,E,n,宀,jiā
、,O,S,x,UNK,UNK
医,O,B,n,匚,yī
学,O,M,n,子,xué
家,O,E,n,宀,jiā
致,O,B,n,至,zhì
力,O,M,n,力,lì
于,O,E,n,二,yú
糖,B-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
发,O,B,v,又,fā
病,O,E,v,疒,bìng
机,O,B,n,木,jī
制,O,E,n,刂,zhì
及,O,S,c,又,jí
治,O,B,v,氵,zhì
疗,O,E,v,疒,liáo
方,O,B,n,方,fāng
法,O,E,n,氵,fǎ
的,O,S,uj,白,dí
研,O,S,vn,石,yán
LB,O,S,x,UNK,UNK
究,O,S,d,穴,jiū
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
糖,B-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
治,O,B,v,氵,zhì
疗,O,E,v,疒,liáo
新,O,B,n,斤,xīn
药,O,E,n,艹,yào
层,O,B,i,尸,céng
出,O,M,i,凵,chū
