word,label,bound,flag,radical,pinyin
j,B-Frequency,S,x,UNK,UNK
\,O,S,x,UNK,UNK
.,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
降,O,B,n,阝,jiàng
糖,O,M,n,米,táng
药,O,E,n,艹,yào
物,O,S,ng,牜,wù
的,O,S,uj,白,dí
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
指,O,B,n,扌,zhǐ
南,O,E,n,十,nán
/,O,S,x,UNK,UNK
共,O,B,n,八,gòng
识,O,E,n,讠,shí
(,O,S,x,UNK,UNK
中,O,S,f,丨,zhōng
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
回,O,B,nz,囗,huí
文,O,E,nz,文,wén
:,O,S,x,UNK,UNK
徐,O,B,nr,彳,xú
赫,O,M,nr,赤,hè
男,O,E,nr,田,nán
LB,O,S,x,UNK,UNK
近,O,B,t,辶,jìn
年,O,M,t,干,nián
来,O,E,t,木,lái
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
出,O,B,v,凵,chū
现,O,E,v,见,xiàn
了,O,S,ul,乙,liǎo
很,O,B,m,彳,hěn
多,O,E,m,夕,duō
新,O,B,b,斤,xīn
型,O,E,b,土,xíng
降,O,B,n,阝,jiàng
糖,O,M,n,米,táng
药,O,E,n,艹,yào
物,O,S,zg,牜,wù
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
这,O,S,r,辶,zhè
对,O,B,p,寸,duì
于,O,E,p,二,yú
医,O,B,n,匚,yī
生,O,E,n,生,shēng
和,O,S,c,口,hé
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
来,O,B,u,木,lái
说,O,E,u,讠,shuō
都,O,S,d,阝,dū
是,O,S,v,日,shì
“,O,S,x,UNK,UNK
幸,O,B,a,干,xìng
福,O,E,a,礻,fú
的,O,S,uj,白,dí
烦,O,B,a,火,fán
恼,O,E,a,忄,nǎo
”,O,S,x,UNK,UNK
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
因,O,B,c,囗,yīn
为,O,E,c,丶,wéi
LB,O,S,x,UNK,UNK
面,O,B,v,面,miàn
对,O,E,v,寸,duì
各,O,B,r,口,gè
种,O,E,r,禾,zhǒng
降,O,B,n,阝,jiàng
糖,O,M,n,米,táng
药,O,E,n,艹,yào
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
不,O,S,d,一,bù
知,O,B,v,矢,zhī
道,O,E,v,辶,dào
该,O,S,r,讠,gāi
选,O,S,v,辶,xuǎn
哪,O,B,r,口,nǎ
种,O,E,r,禾,zhǒng
才,O,S,d,扌,cái
好,O,S,a,女,hǎo
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
对,O,B,p,寸,duì
于,O,E,p,二,yú
药,O,B,n,艹,yào
物,O,E,n,牜,wù
的,O,S,uj,白,dí
具,O,B,a,八,jù
体,O,E,a,亻,tǐ
