word,label,bound,flag,radical,pinyin
会,O,B,n,人,huì
议,O,M,n,讠,yì
纪,O,M,n,纟,jì
要,O,E,n,覀,yào
LB,O,S,x,UNK,UNK
涛,O,S,nr,氵,tāo
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
北,O,B,ns,匕,běi
京,O,E,ns,亠,jīng
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
协,O,B,nt,十,xié
和,O,M,nt,口,hé
医,O,M,nt,匚,yī
院,O,E,nt,阝,yuàn
内,O,B,n,冂,nèi
分,O,M,n,刀,fēn
泌,O,M,n,氵,mì
科,O,E,n,禾,kē
(,O,S,x,UNK,UNK
伍,O,B,nr,亻,wǔ
学,O,M,nr,子,xué
焱,O,E,nr,火,yàn
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
郑,O,B,nt,阝,zhèng
州,O,M,nt,川,zhōu
大,O,M,nt,大,dà
学,O,E,nt,子,xué
第,O,B,m,竹,dì
一,O,E,m,一,yī
LB,O,S,x,UNK,UNK
附,O,B,b,阝,fù
属,O,E,b,尸,shǔ
医,O,B,n,匚,yī
院,O,E,n,阝,yuàn
内,O,B,n,冂,nèi
分,O,M,n,刀,fēn
泌,O,M,n,氵,mì
科,O,E,n,禾,kē
(,O,S,x,UNK,UNK
秦,O,B,nr,禾,qín
贵,O,M,nr,贝,guì
军,O,E,nr,冖,jūn
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
武,O,B,ns,止,wǔ
汉,O,E,ns,氵,hàn
",",O,S,x,UNK,UNK
广,O,B,nt,广,guǎng
州,O,M,nt,川,zhōu
军,O,M,nt,冖,jūn
区,O,E,nt,匚,qū
武,O,B,ns,止,wǔ
汉,O,E,ns,氵,hàn
总,O,B,n,心,zǒng
院,O,E,n,阝,yuàn
内,O,B,n,冂,nèi
分,O,M,n,刀,fēn
泌,O,E,n,氵,mì
LB,O,S,x,UNK,UNK
科,O,S,n,禾,kē
(,O,S,x,UNK,UNK
向,O,S,p,口,xiàng
光,O,B,j,儿,guāng
大,O,E,j,大,dà
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
全,O,B,n,入,quán
国,O,E,n,囗,guó
会,O,B,n,人,huì
议,O,M,n,讠,yì
纪,O,M,n,纟,jì
要,O,E,n,覀,yào
LB,O,S,x,UNK,UNK
王,O,S,nr,王,wáng
先,O,B,n,儿,xiān
令,O,E,n,人,líng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
窦,O,B,nr,穴,dòu
京,O,M,nr,亠,jīng
涛,O,E,nr,氵,tāo
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
秦,O,B,nr,禾,qín
贵,O,M,nr,贝,guì
军,O,E,nr,冖,jūn
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
伍,O,B,nr,亻,wǔ
学,O,M,nr,子,xué
焱,O,E,nr,火,yàn
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
向,O,S,p,口,xiàng
光,O,B,j,儿,guāng
大,O,E,j,大,dà
LB,O,S,x,UNK,UNK
初,O,B,t,刀,chū
冬,O,E,t,夂,dōng
时,O,B,n,日,shí
节,O,E,n,艹,jié
的,O,S,uj,白,dí
杭,O,B,ns,木,háng
州,O,E,ns,川,zhōu
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
依,O,B,d,亻,yī
然,O,E,d,灬,rán
暖,O,B,n,日,nuǎn
意,O,E,n,心,yì
融,O,B,n,虫,róng
融,O,E,n,虫,róng
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
年,O,S,m,干,nián
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
月,O,S,m,月,yuè
LB,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
日,O,S,m,日,rì
至,O,S,p,至,zhì
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
日,O,S,m,日,rì
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
中,O,B,nz,丨,zhōng
华,O,E,nz,十,huá
内,O,B,n,冂,nèi
