word,label,bound,flag,radical,pinyin
新,O,S,a,斤,xīn
药,O,B,n,艹,yào
房,O,E,n,户,fáng
LB,O,S,x,UNK,UNK
关,O,B,v,丷,guān
注,O,E,v,氵,zhù
利,B-Drug,B,nr,刂,lì
拉,I-Drug,M,nr,扌,lā
鲁,I-Drug,E,nr,鱼,lǔ
肽,I-Drug,S,ng,月,tài
在,O,S,p,土,zài
SPACE,O,S,x,UNK,UNK
num,B-Disease,S,x,UNK,UNK
SPACE,I-Disease,S,x,UNK,UNK
型,I-Disease,S,k,土,xíng
糖,I-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
治,O,B,v,氵,zhì
疗,O,E,v,疒,liáo
中,O,S,f,丨,zhōng
的,O,S,uj,白,dí
心,B-Anatomy,B,n,心,xīn
血,I-Anatomy,M,n,血,xiě
管,I-Anatomy,E,n,竹,guǎn
益,O,B,nz,皿,yì
处,O,E,nz,夂,chǔ
LB,O,S,x,UNK,UNK
严,O,B,nr,一,yán
晓,O,M,nr,日,xiǎo
伟,O,E,nr,亻,wěi
sep,sep,sep,sep,sep,sep
LB,O,S,x,UNK,UNK
[,O,S,x,UNK,UNK
提,O,B,v,扌,tí
要,O,E,v,覀,yào
],O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
num,B-Disease,S,x,UNK,UNK
SPACE,I-Disease,S,x,UNK,UNK
型,I-Disease,S,k,土,xíng
糖,I-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
常,O,S,d,巾,cháng
伴,O,B,v,亻,bàn
随,O,E,v,阝,suí
超,B-Symptom,B,v,走,chāo
重,I-Symptom,E,v,里,zhòng
或,O,S,c,戈,huò
肥,B-Symptom,B,a,月,féi
胖,I-Symptom,E,a,月,pàng
、,O,S,x,UNK,UNK
高,B-Symptom,B,n,高,gāo
血,I-Symptom,M,n,血,xiě
压,I-Symptom,E,n,厂,yā
