word,label,bound,flag,radical,pinyin
内,O,B,n,冂,nèi
分,O,M,n,刀,fēn
泌,O,E,n,氵,mì
疾,O,B,n,疒,jí
病,O,E,n,疒,bìng
管,O,B,vn,竹,guǎn
理,O,E,vn,王,lǐ
继,O,B,v,纟,jì
续,O,E,v,纟,xù
教,O,B,vn,攵,jiào
育,O,E,vn,月,yù
LB,O,S,x,UNK,UNK
原,B-Disease,B,n,厂,yuán
发,I-Disease,M,n,又,fā
性,I-Disease,E,n,忄,xìng
甲,I-Disease,B,l,田,jiǎ
状,I-Disease,M,l,犬,zhuàng
腺,I-Disease,E,l,月,xiàn
功,I-Disease,B,n,力,gōng
能,I-Disease,E,n,月,néng
减,I-Disease,B,n,冫,jiǎn
退,I-Disease,M,n,辶,tuì
症,I-Disease,E,n,疒,zhèng
的,O,S,uj,白,dí
个,O,B,n,人,gè
体,O,M,n,亻,tǐ
化,O,E,n,亻,huà
治,O,B,v,氵,zhì
疗,O,E,v,疒,liáo
LB,O,S,x,UNK,UNK
邢,O,B,nr,阝,xíng
家,O,M,nr,宀,jiā
骝,O,E,nr,马,liú
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
丁,O,B,nr,一,dīng
勇,O,E,nr,力,yǒng
sep,sep,sep,sep,sep,sep
LB,O,S,x,UNK,UNK
[,O,S,x,UNK,UNK
提,O,B,v,扌,tí
要,O,E,v,覀,yào
],O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
左,B-Drug,B,nr,工,zuǒ
旋,I-Drug,E,nr,方,xuán
甲,I-Drug,B,l,田,jiǎ
状,I-Drug,M,l,犬,zhuàng
腺,I-Drug,M,l,月,xiàn
素,I-Drug,E,l,糸,sù
(,O,S,x,UNK,UNK
L,B-Drug,S,x,UNK,UNK
-,I-Drug,S,x,UNK,UNK
T,I-Drug,B,eng,UNK,UNK
num,I-Drug,E,eng,UNK,UNK
),O,S,x,UNK,UNK
单,O,B,n,十,dān
药,O,E,n,艹,yào
治,O,B,v,氵,zhì
疗,O,E,v,疒,liáo
原,B-Disease,B,n,厂,yuán
发,I-Disease,M,n,又,fā
性,I-Disease,E,n,忄,xìng
甲,I-Disease,B,l,田,jiǎ
状,I-Disease,M,l,犬,zhuàng
腺,I-Disease,E,l,月,xiàn
功,I-Disease,B,n,力,gōng
能,I-Disease,E,n,月,néng
减,I-Disease,B,v,冫,jiǎn
退,I-Disease,E,v,辶,tuì
的,O,S,uj,白,dí
效,O,B,n,攵,xiào
果,O,E,n,木,guǒ
令,O,B,l,人,líng
人,O,M,l,人,rén
满,O,M,l,氵,mǎn
意,O,E,l,心,yì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,O,S,x,UNK,UNK
医,O,B,n,匚,yī
生,O,E,n,生,shēng
需,O,B,v,雨,xū
要,O,E,v,覀,yào
根,O,B,p,木,gēn
据,O,E,p,扌,jù
病,O,S,n,疒,bìng
LB,O,S,x,UNK,UNK
史,O,S,nr,口,shǐ
、,O,S,x,UNK,UNK
L,B-Drug,S,x,UNK,UNK
-,I-Drug,S,x,UNK,UNK
T,I-Drug,B,eng,UNK,UNK
num,I-Drug,E,eng,UNK,UNK
的,O,S,uj,白,dí
药,O,B,n,艹,yào
代,O,E,n,亻,dài
