word,label,bound,flag,radical,pinyin
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
LB,O,S,x,UNK,UNK
基,O,B,n,土,jī
金,O,M,n,金,jīn
项,O,M,n,页,xiàng
目,O,E,n,目,mù
:,O,S,x,UNK,UNK
重,O,B,ns,里,zhòng
庆,O,M,ns,广,qìng
市,O,E,ns,巾,shì
科,O,B,nt,禾,kē
学,O,M,nt,子,xué
技,O,M,nt,扌,jì
术,O,M,nt,木,shù
委,O,M,nt,女,wěi
员,O,M,nt,口,yuán
会,O,E,nt,人,huì
科,O,B,n,禾,kē
技,O,E,n,扌,jì
攻,O,B,l,攵,gōng
关,O,M,l,丷,guān
项,O,M,l,页,xiàng
目,O,E,l,目,mù
(,O,S,x,UNK,UNK
孕,O,B,t,子,yùn
前,O,E,t,刂,qián
优,O,B,b,亻,yōu
生,O,E,b,生,shēng
家,O,B,n,宀,jiā
庭,O,E,n,广,tíng
档,O,S,n,木,dàng
LB,O,S,x,UNK,UNK
案,O,S,n,木,àn
数,O,B,n,攵,shù
据,O,E,n,扌,jù
时,O,B,n,日,shí
空,O,E,n,穴,kōng
管,O,B,n,竹,guǎn
理,O,M,n,王,lǐ
系,O,M,n,糸,xì
统,O,E,n,纟,tǒng
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
:,O,S,x,UNK,UNK
C,O,B,eng,UNK,UNK
S,O,M,eng,UNK,UNK
T,O,M,eng,UNK,UNK
C,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
g,O,M,eng,UNK,UNK
g,O,M,eng,UNK,UNK
B,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,E,eng,UNK,UNK
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
重,O,B,ns,里,zhòng
庆,O,M,ns,广,qìng
市,O,E,ns,巾,shì
科,O,B,n,禾,kē
委,O,E,n,女,wěi
基,O,B,n,土,jī
本,O,E,n,木,běn
科,O,B,n,禾,kē
研,O,E,n,石,yán
LB,O,S,x,UNK,UNK
业,O,B,n,一,yè
务,O,M,n,力,wù
费,O,E,n,贝,fèi
项,O,B,n,页,xiàng
目,O,E,n,目,mù
(,O,S,x,UNK,UNK
重,O,B,ns,里,zhòng
庆,O,M,ns,广,qìng
市,O,E,ns,巾,shì
孕,O,B,t,子,yùn
前,O,E,t,刂,qián
优,O,B,b,亻,yōu
生,O,E,b,生,shēng
高,O,B,n,高,gāo
风,O,M,n,风,fēng
险,O,E,n,阝,xiǎn
人,O,B,n,人,rén
群,O,E,n,羊,qún
健,O,B,a,亻,jiàn
康,O,E,a,广,kāng
风,O,B,n,风,fēng
险,O,E,n,阝,xiǎn
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
c,O,B,eng,UNK,UNK
s,O,M,eng,UNK,UNK
t,O,M,eng,UNK,UNK
c,O,E,eng,UNK,UNK
-,O,S,x,UNK,UNK
j,O,B,eng,UNK,UNK
b,O,M,eng,UNK,UNK
k,O,M,eng,UNK,UNK
y,O,E,eng,UNK,UNK
-,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
、,O,S,x,UNK,UNK
基,O,B,p,土,jī
于,O,E,p,二,yú
SPACE,O,S,x,UNK,UNK
P,O,B,eng,UNK,UNK
I,O,M,eng,UNK,UNK
C,O,E,eng,UNK,UNK
SPACE,O,S,x,UNK,UNK
的,O,S,uj,白,dí
孕,O,B,t,子,yùn
前,O,E,t,刂,qián
优,O,B,b,亻,yōu
生,O,E,b,生,shēng
家,O,B,n,宀,jiā
庭,O,E,n,广,tíng
档,O,B,n,木,dàng
案,O,E,n,木,àn
数,O,B,n,攵,shù
据,O,E,n,扌,jù
优,O,B,vn,亻,yōu
化,O,E,vn,亻,huà
与,O,S,p,一,yǔ
应,O,B,v,广,yīng
用,O,E,v,用,yòng
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
