word,label,bound,flag,radical,pinyin
基,O,B,n,土,jī
金,O,M,n,金,jīn
项,O,M,n,页,xiàng
目,O,E,n,目,mù
:,O,S,x,UNK,UNK
国,O,B,n,囗,guó
家,O,E,n,宀,jiā
重,O,B,n,里,zhòng
点,O,E,n,灬,diǎn
研,O,B,j,石,yán
发,O,E,j,又,fā
计,O,B,n,讠,jì
划,O,E,n,刂,huá
重,O,B,a,里,zhòng
大,O,E,a,大,dà
慢,O,B,b,忄,màn
性,O,E,b,忄,xìng
非,O,S,h,非,fēi
传,O,B,n,亻,chuán
染,O,M,n,木,rǎn
性,O,E,n,忄,xìng
疾,O,B,n,疒,jí
病,O,E,n,疒,bìng
防,O,B,vn,阝,fáng
控,O,E,vn,扌,kòng
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
LB,O,S,x,UNK,UNK
重,O,B,n,里,zhòng
点,O,E,n,灬,diǎn
专,O,B,n,一,zhuān
项,O,E,n,页,xiàng
SPACE,O,S,x,UNK,UNK
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
Y,O,B,eng,UNK,UNK
F,O,M,eng,UNK,UNK
C,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,E,eng,UNK,UNK
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
浙,O,B,ns,氵,zhè
江,O,M,ns,氵,jiāng
省,O,E,ns,目,shěng
重,O,B,a,里,zhòng
大,O,E,a,大,dà
科,O,B,n,禾,kē
技,O,E,n,扌,jì
专,O,B,n,一,zhuān
项,O,E,n,页,xiàng
SPACE,O,S,x,UNK,UNK
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
C,O,B,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,E,eng,UNK,UNK
-,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
num,O,S,x,UNK,UNK
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
浙,O,B,ns,氵,zhè
江,O,M,ns,氵,jiāng
省,O,E,ns,目,shěng
医,O,B,n,匚,yī
学,O,E,n,子,xué
重,O,B,n,里,zhòng
点,O,M,n,灬,diǎn
学,O,M,n,子,xué
科,O,E,n,禾,kē
(,O,S,x,UNK,UNK
创,O,B,v,刂,chuàng
新,O,E,v,斤,xīn
学,O,B,n,子,xué
科,O,E,n,禾,kē
),O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
-,O,S,x,UNK,UNK
C,O,B,eng,UNK,UNK
X,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,E,eng,UNK,UNK
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
中,O,B,n,丨,zhōng
央,O,E,n,大,yāng
高,O,B,n,高,gāo
校,O,E,n,木,xiào
基,O,B,n,土,jī
本,O,E,n,木,běn
科,O,S,n,禾,kē
LB,O,S,x,UNK,UNK
研,O,S,vn,石,yán
业,O,B,n,一,yè
务,O,M,n,力,wù
费,O,E,n,贝,fèi
专,O,B,n,一,zhuān
项,O,E,n,页,xiàng
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
x,O,B,eng,UNK,UNK
z,O,M,eng,UNK,UNK
z,O,M,eng,UNK,UNK
x,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
num,O,E,eng,UNK,UNK
-,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
儿,O,B,n,儿,ér
童,O,E,n,立,tóng
青,O,B,nr,青,qīng
少,O,M,nr,小,shǎo
年,O,E,nr,干,nián
SPACE,O,S,x,UNK,UNK
num,B-Disease,S,x,UNK,UNK
SPACE,I-Disease,S,x,UNK,UNK
型,I-Disease,S,k,土,xíng
糖,I-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
诊,O,B,v,讠,zhěn
治,O,E,v,氵,zhì
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
专,O,B,n,一,zhuān
家,O,E,n,宀,jiā
共,O,B,n,八,gòng
识,O,E,n,讠,shí
LB,O,S,x,UNK,UNK
中,O,B,nt,丨,zhōng
华,O,M,nt,十,huá
