word,label,bound,flag,radical,pinyin
心,B-Disease,B,n,心,xīn
血,I-Disease,M,n,血,xiě
管,I-Disease,E,n,竹,guǎn
疾,I-Disease,B,n,疒,jí
病,I-Disease,E,n,疒,bìng
合,O,B,v,口,hé
并,O,E,v,干,bìng
糖,B-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
口,B-Drug,B,n,口,kǒu
服,I-Drug,E,n,月,fú
降,I-Drug,B,n,阝,jiàng
糖,I-Drug,M,n,米,táng
药,I-Drug,E,n,艹,yào
物,I-Drug,S,zg,牜,wù
应,O,B,v,广,yīng
用,O,E,v,用,yòng
专,O,B,n,一,zhuān
家,O,E,n,宀,jiā
共,O,B,n,八,gòng
识,O,E,n,讠,shí
LB,O,S,x,UNK,UNK
高,O,B,nr,高,gāo
颖,O,E,nr,页,yǐng
SPACE,O,S,x,UNK,UNK
杨,O,B,nr,木,yáng
光,O,M,nr,儿,guāng
燃,O,E,nr,火,rán
SPACE,O,S,x,UNK,UNK
周,O,B,nr,口,zhōu
迎,O,M,nr,辶,yíng
生,O,E,nr,生,shēng
SPACE,O,S,x,UNK,UNK
洪,O,B,t,氵,hóng
天,O,E,t,大,tiān
配,O,S,v,酉,pèi
SPACE,O,S,x,UNK,UNK
姜,O,B,nr,女,jiāng
红,O,E,nr,纟,hóng
孙,O,B,nr,子,sūn
宁,O,M,nr,宀,níng
玲,O,E,nr,王,líng
严,O,B,nr,一,yán
晓,O,M,nr,日,xiǎo
伟,O,E,nr,亻,wěi
SPACE,O,S,x,UNK,UNK
李,O,B,nr,木,lǐ
建,O,M,nr,廴,jiàn
军,O,E,nr,冖,jūn
LB,O,S,x,UNK,UNK
董,O,B,nr,艹,dǒng
吁,O,E,nr,口,xū
钢,O,S,n,钅,gāng
SPACE,O,S,x,UNK,UNK
李,O,S,nr,木,lǐ
新,O,B,v,斤,xīn
立,O,E,v,立,lì
SPACE,O,S,x,UNK,UNK
李,O,B,nr,木,lǐ
凌,O,E,nr,冫,líng
SPACE,O,S,x,UNK,UNK
杨,O,B,nr,木,yáng
萍,O,E,nr,艹,píng
SPACE,O,S,x,UNK,UNK
李,O,S,nr,木,lǐ
全,O,B,n,入,quán
民,O,E,n,乛,mín
唐,O,B,nr,口,táng
梅,O,E,nr,木,méi
谌,O,B,nr,讠,chén
贻,O,M,nr,贝,yí
璞,O,E,nr,王,pú
SPACE,O,S,x,UNK,UNK
马,O,S,n,马,mǎ
长,O,B,n,长,cháng
生,O,E,n,生,shēng
LB,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
