word,label,bound,flag,radical,pinyin
综,O,B,vn,纟,zōng
述,O,E,vn,辶,shù
LB,O,S,x,UNK,UNK
中,O,B,nz,丨,zhōng
医,O,M,nz,匚,yī
科,O,E,nz,禾,kē
LB,O,S,x,UNK,UNK
氧,B-Reason,B,n,气,yǎng
化,I-Reason,M,n,亻,huà
应,I-Reason,M,n,广,yīng
激,I-Reason,E,n,氵,jī
与,O,S,p,一,yǔ
糖,B-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
周,I-Disease,B,l,口,zhōu
围,I-Disease,M,l,囗,wéi
神,I-Disease,M,l,礻,shén
经,I-Disease,E,l,纟,jīng
病,I-Disease,B,v,疒,bìng
变,I-Disease,E,v,又,biàn
的,O,S,uj,白,dí
研,O,B,n,石,yán
究,O,M,n,穴,jiū
进,O,M,n,辶,jìn
展,O,E,n,尸,zhǎn
LB,O,S,x,UNK,UNK
张,O,B,nr,弓,zhāng
倩,O,E,nr,亻,qiàn
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
梁,O,B,nr,木,liáng
晓,O,M,nr,日,xiǎo
春,O,E,nr,日,chūn
sep,sep,sep,sep,sep,sep
LB,O,S,x,UNK,UNK
[,O,S,x,UNK,UNK
提,O,B,v,扌,tí
要,O,E,v,覀,yào
],O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
氧,B-Reason,B,n,气,yǎng
化,I-Reason,M,n,亻,huà
应,I-Reason,M,n,广,yīng
激,I-Reason,E,n,氵,jī
在,O,S,p,土,zài
糖,B-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
周,I-Disease,B,l,口,zhōu
围,I-Disease,M,l,囗,wéi
神,I-Disease,M,l,礻,shén
经,I-Disease,E,l,纟,jīng
病,I-Disease,B,v,疒,bìng
变,I-Disease,E,v,又,biàn
的,O,S,uj,白,dí
发,O,B,v,又,fā
病,O,E,v,疒,bìng
机,O,B,n,木,jī
制,O,E,n,刂,zhì
中,O,S,f,丨,zhōng
起,O,B,v,走,qǐ
到,O,E,v,刂,dào
了,O,S,ul,乙,liǎo
关,O,B,n,丷,guān
键,O,M,n,钅,jiàn
作,O,M,n,亻,zuò
用,O,E,n,用,yòng
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,O,S,x,UNK,UNK
高,B-Reason,B,n,高,gāo
血,I-Reason,M,n,血,xiě
糖,I-Reason,E,n,米,táng
可,O,S,v,口,kě
引,O,B,v,弓,yǐn
起,O,E,v,走,qǐ
线,B-Disease,B,n,纟,xiàn
粒,I-Disease,M,n,米,lì
体,I-Disease,E,n,亻,tǐ
电,I-Disease,B,n,田,diàn
子,I-Disease,E,n,子,zǐ
LB,I-Disease,S,x,UNK,UNK
传,I-Disease,B,v,亻,chuán
递,I-Disease,E,v,辶,dì
链,I-Disease,S,n,钅,liàn
异,I-Disease,B,d,廾,yì
常,I-Disease,E,d,巾,cháng
、,O,S,x,UNK,UNK
N,B-Disease,B,eng,UNK,UNK
A,I-Disease,M,eng,UNK,UNK
D,I-Disease,M,eng,UNK,UNK
P,I-Disease,M,eng,UNK,UNK
H,I-Disease,E,eng,UNK,UNK
SPACE,I-Disease,S,x,UNK,UNK
