word,label,bound,flag,radical,pinyin
病,O,B,n,疒,bìng
例,O,E,n,亻,lì
报,O,B,n,扌,bào
告,O,E,n,口,gào
LB,O,S,x,UNK,UNK
T,B-Disease,B,eng,UNK,UNK
u,I-Disease,M,eng,UNK,UNK
r,I-Disease,M,eng,UNK,UNK
n,I-Disease,M,eng,UNK,UNK
e,I-Disease,M,eng,UNK,UNK
r,I-Disease,E,eng,UNK,UNK
SPACE,I-Disease,S,x,UNK,UNK
综,I-Disease,B,n,纟,zōng
合,I-Disease,M,n,口,hé
征,I-Disease,E,n,彳,zhēng
合,O,B,v,口,hé
并,O,E,v,干,bìng
SPACE,O,S,x,UNK,UNK
num,B-Disease,S,x,UNK,UNK
SPACE,I-Disease,S,x,UNK,UNK
型,I-Disease,S,k,土,xíng
糖,I-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
、,O,S,x,UNK,UNK
桥,B-Disease,B,n,木,qiáo
本,I-Disease,E,n,木,běn
甲,I-Disease,B,n,田,jiǎ
状,I-Disease,M,n,犬,zhuàng
腺,I-Disease,M,n,月,xiàn
炎,I-Disease,E,n,火,yán
及,O,S,c,又,jí
LB,O,S,x,UNK,UNK
严,B-Level,B,a,一,yán
重,I-Level,E,a,里,zhòng
骨,B-Disease,B,n,骨,gǔ
质,I-Disease,M,n,贝,zhì
疏,I-Disease,M,n,疋,shū
松,I-Disease,M,n,木,sōng
症,O,E,n,疒,zhèng
一,O,B,m,一,yī
例,O,E,m,亻,lì
LB,O,S,x,UNK,UNK
钟,O,S,n,钅,zhōng
霓,O,S,n,雨,ní
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
苏,O,B,nr,艹,sū
俊,O,M,nr,亻,jùn
蕾,O,E,nr,艹,lěi
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
盛,O,B,nr,皿,shèng
春,O,M,nr,日,chūn
君,O,E,nr,口,jūn
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
徐,O,B,nr,彳,xú
倍,O,E,nr,亻,bèi
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
程,O,B,nr,禾,chéng
晓,O,M,nr,日,xiǎo
芸,O,E,nr,艹,yún
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
杨,O,S,nr,木,yáng
篷,O,S,n,竹,péng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
张,O,B,nr,弓,zhāng
曼,O,M,nr,曰,màn
娜,O,E,nr,女,nà
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
李,O,B,nr,木,lǐ
鸿,O,E,nr,鸟,hóng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
盛,O,B,nr,皿,shèng
辉,O,E,nr,车,huī
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
曲,O,B,nr,曰,qū
伸,O,E,nr,亻,shēn
LB,O,S,x,UNK,UNK
T,O,B,eng,UNK,UNK
u,O,M,eng,UNK,UNK
r,O,M,eng,UNK,UNK
n,O,M,eng,UNK,UNK
e,O,M,eng,UNK,UNK
r,O,E,eng,UNK,UNK
SPACE,O,S,x,UNK,UNK
s,O,B,eng,UNK,UNK
y,O,M,eng,UNK,UNK
n,O,M,eng,UNK,UNK
d,O,M,eng,UNK,UNK
r,O,M,eng,UNK,UNK
o,O,M,eng,UNK,UNK
m,O,M,eng,UNK,UNK
e,O,E,eng,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,O,S,x,UNK,UNK
w,O,B,eng,UNK,UNK
