word,label,bound,flag,radical,pinyin
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
岁,O,S,m,山,suì
以,O,B,f,人,yǐ
上,O,E,f,一,shàng
人,O,B,n,人,rén
口,O,E,n,口,kǒu
的,O,S,uj,白,dí
num,B-Disease,S,m,UNK,UNK
型,I-Disease,S,k,土,xíng
糖,I-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
的,O,S,uj,白,dí
患,O,B,n,心,huàn
病,O,M,n,疒,bìng
率,O,E,n,玄,shuài
已,O,B,d,己,yǐ
经,O,E,d,纟,jīng
达,O,S,v,辶,dá
LB,O,S,x,UNK,UNK
到,O,S,v,刂,dào
num,O,B,m,UNK,UNK
.,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
%,O,S,x,UNK,UNK
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
传,O,B,n,亻,chuán
统,O,E,n,纟,tǒng
降,B-Reason,B,n,阝,jiàng
糖,I-Reason,M,n,米,táng
药,I-Reason,E,n,艹,yào
物,I-Reason,S,ng,牜,wù
在,O,S,p,土,zài
num,B-Disease,S,m,UNK,UNK
型,I-Disease,S,k,土,xíng
糖,I-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
的,O,S,uj,白,dí
防,O,B,v,阝,fáng
治,O,E,v,氵,zhì
中,O,S,f,丨,zhōng
发,O,B,v,又,fā
挥,O,E,v,扌,huī
了,O,S,ul,乙,liǎo
LB,O,S,x,UNK,UNK
重,O,B,a,里,zhòng
要,O,E,a,覀,yào
作,O,B,v,亻,zuò
用,O,E,v,用,yòng
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
但,O,S,c,亻,dàn
仍,O,S,d,亻,réng
存,O,B,v,子,cún
在,O,E,v,土,zài
低,B-Symptom,B,n,亻,dī
血,I-Symptom,M,n,血,xiě
糖,I-Symptom,E,n,米,táng
、,O,S,x,UNK,UNK
体,B-Symptom,B,nr,亻,tǐ
重,I-Symptom,M,nr,里,zhòng
