word,label,bound,flag,radical,pinyin
内,O,B,n,冂,nèi
分,O,M,n,刀,fēn
泌,O,E,n,氵,mì
疾,O,B,n,疒,jí
病,O,E,n,疒,bìng
管,O,B,vn,竹,guǎn
理,O,E,vn,王,lǐ
继,O,B,v,纟,jì
续,O,E,v,纟,xù
教,O,B,vn,攵,jiào
育,O,E,vn,月,yù
LB,O,S,x,UNK,UNK
甲,B-Disease,B,l,田,jiǎ
状,I-Disease,M,l,犬,zhuàng
腺,I-Disease,E,l,月,xiàn
结,I-Disease,B,n,纟,jié
节,I-Disease,E,n,艹,jié
的,O,S,uj,白,dí
临,O,B,v,丨,lín
诊,O,E,v,讠,zhěn
应,O,B,v,广,yīng
对,O,E,v,寸,duì
LB,O,S,x,UNK,UNK
吕,O,B,nr,口,lǚ
庆,O,M,nr,广,qìng
国,O,E,nr,囗,guó
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
张,O,B,nr,弓,zhāng
雨,O,M,nr,雨,yǔ
薇,O,E,nr,艹,wēi
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
童,O,B,nr,立,tóng
南,O,M,nr,十,nán
伟,O,E,nr,亻,wěi
sep,sep,sep,sep,sep,sep
LB,O,S,x,UNK,UNK
[,O,S,x,UNK,UNK
提,O,B,v,扌,tí
要,O,E,v,覀,yào
],O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
甲,B-Disease,B,l,田,jiǎ
状,I-Disease,M,l,犬,zhuàng
腺,I-Disease,E,l,月,xiàn
结,I-Disease,B,n,纟,jié
节,I-Disease,E,n,艹,jié
是,O,S,v,日,shì
最,O,S,d,曰,zuì
常,O,B,a,巾,cháng
见,O,E,a,见,jiàn
的,O,S,uj,白,dí
内,B-Disease,B,n,冂,nèi
分,I-Disease,M,n,刀,fēn
泌,I-Disease,E,n,氵,mì
代,I-Disease,B,v,亻,dài
谢,I-Disease,E,v,讠,xiè
疾,I-Disease,B,n,疒,jí
病,I-Disease,E,n,疒,bìng
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
多,O,S,m,夕,duō
为,O,S,p,丶,wéi
意,O,B,a,心,yì
外,O,E,a,夕,wài
结,B-Disease,B,n,纟,jié
节,I-Disease,E,n,艹,jié
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,O,S,x,UNK,UNK
良,O,S,a,艮,liáng
恶,O,B,n,心,è
性,O,E,n,忄,xìng
的,O,S,uj,白,dí
鉴,O,B,v,金,jiàn
别,O,E,v,刂,bié
是,O,S,v,日,shì
甲,B-Disease,B,l,田,jiǎ
状,I-Disease,M,l,犬,zhuàng
腺,I-Disease,E,l,月,xiàn
结,I-Disease,B,n,纟,jié
节,I-Disease,E,n,艹,jié
诊,O,B,v,讠,zhěn
治,O,E,v,氵,zhì
LB,O,S,x,UNK,UNK
的,O,S,uj,白,dí
关,O,B,n,丷,guān
键,O,E,n,钅,jiàn
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
除,O,S,p,阝,chú
详,O,B,ad,讠,xiáng
细,O,E,ad,纟,xì
采,O,B,v,采,cǎi
集,O,E,v,隹,jí
病,O,B,n,疒,bìng
史,O,E,n,口,shǐ
及,O,S,c,又,jí
