word,label,bound,flag,radical,pinyin
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
应,O,B,v,广,yīng
用,O,E,v,用,yòng
快,O,B,d,忄,kuài
速,O,E,d,辶,sù
建,O,B,n,廴,jiàn
议,O,E,n,讠,yì
指,O,B,n,扌,zhǐ
南,O,E,n,十,nán
项,O,B,n,页,xiàng
目,O,M,n,目,mù
组,O,E,n,纟,zǔ
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
在,O,S,p,土,zài
母,O,B,nr,母,mǔ
义,O,M,nr,丶,yì
明,O,E,nr,日,míng
教,O,B,n,攵,jiào
授,O,E,n,扌,shòu
和,O,S,c,口,hé
北,O,B,nt,匕,běi
京,O,M,nt,亠,jīng
大,O,M,nt,大,dà
学,O,M,nt,子,xué
第,O,M,nt,竹,dì
三,O,M,nt,一,sān
医,O,M,nt,匚,yī
院,O,E,nt,阝,yuàn
翟,O,B,nr,羽,dí
所,O,M,nr,户,suǒ
迪,O,E,nr,辶,dí
教,O,B,n,攵,jiào
授,O,E,n,扌,shòu
等,O,S,u,竹,děng
的,O,S,uj,白,dí
指,O,B,n,扌,zhǐ
导,O,E,n,寸,dǎo
下,O,S,f,一,xià
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
项,O,B,n,页,xiàng
目,O,M,n,目,mù
组,O,E,n,纟,zǔ
专,O,B,n,一,zhuān
家,O,E,n,宀,jiā
根,O,B,p,木,gēn
据,O,E,p,扌,jù
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
LB,O,S,x,UNK,UNK
年,O,S,m,干,nián
(,O,S,x,UNK,UNK
(,O,S,x,UNK,UNK
世,O,B,nt,一,shì
界,O,M,nt,田,jiè
卫,O,M,nt,卩,wèi
生,O,M,nt,生,shēng
组,O,M,nt,纟,zǔ
织,O,E,nt,纟,zhī
指,O,B,n,扌,zhǐ
南,O,E,n,十,nán
制,O,B,v,刂,zhì
定,O,E,v,宀,dìng
手,O,B,n,手,shǒu
册,O,E,n,丿,cè
》,O,S,x,UNK,UNK
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
收,O,B,v,攵,shōu
集,O,E,v,隹,jí
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
份,O,S,n,亻,fèn
针,O,B,p,钅,zhēn
对,O,E,p,寸,duì
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
医,O,B,n,匚,yī
务,O,E,n,力,wù
工,O,B,n,工,gōng
作,O,M,n,亻,zuò
者,O,E,n,耂,zhě
和,O,S,c,口,hé
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
的,O,S,uj,白,dí
调,O,B,vn,讠,tiáo
查,O,E,vn,木,chá
问,O,B,n,门,wèn
卷,O,E,n,㔾,juàn
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
确,O,B,v,石,què
定,O,E,v,宀,dìng
指,O,B,n,扌,zhǐ
南,O,E,n,十,nán
着,O,B,a,目,zhuó
重,O,E,a,里,zhòng
关,O,B,v,丷,guān
注,O,E,v,氵,zhù
的,O,S,uj,白,dí
临,O,B,vn,丨,lín
床,O,E,vn,广,chuáng
LB,O,S,x,UNK,UNK
问,O,B,n,门,wèn
题,O,E,n,页,tí
及,O,S,c,又,jí
结,O,B,n,纟,jié
局,O,E,n,尸,jú
指,O,B,n,扌,zhǐ
标,O,E,n,木,biāo
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
形,O,B,v,彡,xíng
成,O,E,v,戈,chéng
非,O,B,d,非,fēi
常,O,E,d,巾,cháng
具,O,S,v,八,jù
临,O,B,l,丨,lín
床,O,M,l,广,chuáng
实,O,M,l,宀,shí
践,O,E,l,足,jiàn
意,O,B,n,心,yì
义,O,E,n,丶,yì
、,O,S,x,UNK,UNK
并,O,B,v,干,bìng
能,O,E,v,月,néng
较,O,B,a,车,jiào
好,O,E,a,女,hǎo
体,O,B,v,亻,tǐ
现,O,E,v,见,xiàn
患,O,B,n,心,huàn
者,O,E,n,耂,zhě
价,O,B,n,亻,jià
值,O,M,n,亻,zhí
观,O,E,n,见,guān
及,O,S,c,又,jí
偏,O,B,d,亻,piān
好,O,E,d,女,hǎo
的,O,S,uj,白,dí
推,O,B,v,扌,tuī
荐,O,E,v,艹,jiàn
意,O,B,n,心,yì
见,O,E,n,见,jiàn
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
在,O,S,p,土,zài
num,O,B,m,UNK,UNK
