word,label,bound,flag,radical,pinyin
基,O,B,n,土,jī
础,O,E,n,石,chǔ
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
LB,O,S,x,UNK,UNK
基,O,B,n,土,jī
金,O,E,n,金,jīn
项,O,S,n,页,xiàng
SPACE,O,S,x,UNK,UNK
目,O,S,t,目,mù
:,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
SPACE,O,S,x,UNK,UNK
年,O,S,m,干,nián
SPACE,O,S,x,UNK,UNK
河,O,S,ns,氵,hé
SPACE,O,S,x,UNK,UNK
南,O,S,ns,十,nán
SPACE,O,S,x,UNK,UNK
省,O,S,n,目,shěng
SPACE,O,S,x,UNK,UNK
基,O,S,a,土,jī
SPACE,O,S,x,UNK,UNK
础,O,S,ng,石,chǔ
SPACE,O,S,x,UNK,UNK
与,O,S,p,一,yǔ
SPACE,O,S,x,UNK,UNK
前,O,S,f,刂,qián
SPACE,O,S,x,UNK,UNK
沿,O,S,f,氵,yán
SPACE,O,S,x,UNK,UNK
技,O,S,n,扌,jì
SPACE,O,S,x,UNK,UNK
术,O,S,v,木,shù
SPACE,O,S,x,UNK,UNK
研,O,S,vn,石,yán
SPACE,O,S,x,UNK,UNK
究,O,S,d,穴,jiū
SPACE,O,S,x,UNK,UNK
计,O,S,n,讠,jì
SPACE,O,S,x,UNK,UNK
划,O,S,v,刂,huá
SPACE,O,S,x,UNK,UNK
项,O,S,n,页,xiàng
SPACE,O,S,x,UNK,UNK
目,O,S,t,目,mù
LB,O,S,x,UNK,UNK
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
格,B-Drug,B,ns,木,gé
列,I-Drug,E,ns,刂,liè
苯,I-Drug,S,n,艹,běn
脲,I-Drug,S,g,月,niào
在,O,S,p,土,zài
高,O,B,n,高,gāo
糖,O,E,n,米,táng
环,O,B,n,王,huán
境,O,E,n,土,jìng
下,O,S,f,一,xià
对,O,S,p,寸,duì
SPACE,O,S,x,UNK,UNK
M,O,B,eng,UNK,UNK
C,O,M,eng,UNK,UNK
num,O,M,eng,UNK,UNK
T,O,M,eng,UNK,UNK
num,O,E,eng,UNK,UNK
-,O,S,x,UNK,UNK
E,O,B,eng,UNK,UNK
num,O,E,eng,UNK,UNK
SPACE,O,S,x,UNK,UNK
成,B-Anatomy,B,n,戈,chéng
骨,I-Anatomy,M,n,骨,gǔ
细,I-Anatomy,M,n,纟,xì
胞,I-Anatomy,E,n,月,bāo
增,O,B,v,土,zēng
殖,O,E,v,歹,zhí
、,O,S,x,UNK,UNK
分,O,B,vn,刀,fēn
化,O,E,vn,亻,huà
和,O,S,c,口,hé
LB,O,S,x,UNK,UNK
凋,O,B,v,冫,diāo
亡,O,E,v,亠,wáng
的,O,S,uj,白,dí
影,O,B,vn,彡,yǐng
响,O,E,vn,口,xiǎng
LB,O,S,x,UNK,UNK
张,O,B,nrfg,弓,zhāng
娟,O,E,nrfg,女,juān
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
张,O,B,nr,弓,zhāng
会,O,M,nr,人,huì
娟,O,E,nr,女,juān
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
靳,O,B,nr,革,jìn
爽,O,E,nr,爻,shuǎng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
张,O,B,nr,弓,zhāng
维,O,E,nr,纟,wéi
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
周,O,B,nr,口,zhōu
浩,O,M,nr,氵,hào
峰,O,E,nr,山,fēng
sep,sep,sep,sep,sep,sep
LB,O,S,x,UNK,UNK
[,O,S,x,UNK,UNK
提,O,B,v,扌,tí
要,O,E,v,覀,yào
],O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
以,O,S,p,人,yǐ
SPACE,O,S,x,UNK,UNK
