word,label,bound,flag,radical,pinyin
基,O,B,n,土,jī
础,O,E,n,石,chǔ
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
LB,O,S,x,UNK,UNK
基,O,B,n,土,jī
金,O,M,n,金,jīn
项,O,M,n,页,xiàng
目,O,E,n,目,mù
:,O,S,x,UNK,UNK
山,O,B,ns,山,shān
西,O,M,ns,覀,xī
省,O,E,ns,目,shěng
自,O,B,l,自,zì
然,O,M,l,灬,rán
科,O,M,l,禾,kē
学,O,E,l,子,xué
基,O,B,n,土,jī
金,O,E,n,金,jīn
资,O,B,n,贝,zī
助,O,E,n,力,zhù
项,O,B,n,页,xiàng
目,O,E,n,目,mù
(,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
-,O,S,x,UNK,UNK
num,O,S,x,UNK,UNK
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
R,B-Treatment,B,eng,UNK,UNK
N,I-Treatment,M,eng,UNK,UNK
A,I-Treatment,E,eng,UNK,UNK
SPACE,I-Treatment,S,x,UNK,UNK
干,I-Treatment,B,v,干,gān
扰,I-Treatment,E,v,扌,rǎo
血,B-Anatomy,B,n,血,xiě
管,I-Anatomy,E,n,竹,guǎn
紧,I-Anatomy,B,a,糸,jǐn
张,I-Anatomy,E,a,弓,zhāng
素,I-Anatomy,S,n,糸,sù
转,I-Anatomy,B,v,车,zhuǎn
换,I-Anatomy,E,v,扌,huàn
酶,I-Anatomy,S,n,酉,méi
表,O,B,v,衣,biǎo
达,O,E,v,辶,dá
对,O,S,p,寸,duì
SPACE,O,S,x,UNK,UNK
num,B-Disease,S,x,UNK,UNK
SPACE,I-Disease,S,x,UNK,UNK
型,I-Disease,S,k,土,xíng
LB,I-Disease,S,x,UNK,UNK
糖,I-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
大,O,B,n,大,dà
鼠,O,E,n,鼠,shǔ
糖,B-Symptom,S,zg,米,táng
代,I-Symptom,B,v,亻,dài
谢,I-Symptom,E,v,讠,xiè
的,O,S,uj,白,dí
影,O,B,vn,彡,yǐng
响,O,E,vn,口,xiǎng
LB,O,S,x,UNK,UNK
何,O,B,nr,亻,hé
军,O,M,nr,冖,jūn
华,O,E,nr,十,huá
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
李,O,B,nr,木,lǐ
兴,O,E,nr,八,xīng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
程,O,B,nr,禾,chéng
瑞,O,E,nr,王,ruì
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
吴,O,B,nr,口,wú
慧,O,M,nr,心,huì
璐,O,E,nr,王,lù
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
王,O,B,nr,王,wáng
丽,O,E,nr,一,lì
sep,sep,sep,sep,sep,sep
LB,O,S,x,UNK,UNK
[,O,S,x,UNK,UNK
摘,O,B,v,扌,zhāi
要,O,E,v,覀,yào
],O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
目,O,B,n,目,mù
的,O,E,n,白,dí
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
用,O,S,p,用,yòng
SPACE,O,S,x,UNK,UNK
R,B-Treatment,B,eng,UNK,UNK
N,I-Treatment,M,eng,UNK,UNK
A,I-Treatment,E,eng,UNK,UNK
SPACE,I-Treatment,S,x,UNK,UNK
干,I-Treatment,B,v,干,gān
扰,I-Treatment,E,v,扌,rǎo
技,O,B,n,扌,jì
术,O,E,n,木,shù
下,O,B,v,一,xià
调,O,E,v,讠,tiáo
血,B-Anatomy,B,n,血,xiě
管,I-Anatomy,E,n,竹,guǎn
紧,I-Anatomy,B,a,糸,jǐn
张,I-Anatomy,E,a,弓,zhāng
素,I-Anatomy,S,n,糸,sù
转,I-Anatomy,B,v,车,zhuǎn
换,I-Anatomy,E,v,扌,huàn
酶,I-Anatomy,S,n,酉,méi
表,O,B,v,衣,biǎo
达,O,E,v,辶,dá
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
观,O,B,v,见,guān
