word,label,bound,flag,radical,pinyin
基,O,B,n,土,jī
础,O,E,n,石,chǔ
研,O,B,vn,石,yán
究,O,E,vn,穴,jiū
LB,O,S,x,UNK,UNK
(,O,S,x,UNK,UNK
程,O,B,nr,禾,chéng
丽,O,M,nr,一,lì
静,O,E,nr,青,jìng
),O,S,x,UNK,UNK
;,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
北,O,B,nt,匕,běi
京,O,M,nt,亠,jīng
大,O,M,nt,大,dà
学,O,M,nt,子,xué
医,O,M,nt,匚,yī
学,O,M,nt,子,xué
部,O,E,nt,阝,bù
生,O,B,vn,生,shēng
理,O,E,vn,王,lǐ
与,O,S,p,一,yǔ
病,O,B,n,疒,bìng
理,O,E,n,王,lǐ
生,O,B,n,生,shēng
理,O,M,n,王,lǐ
学,O,E,n,子,xué
系,O,S,v,糸,xì
",",O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
北,O,B,nt,匕,běi
京,O,M,nt,亠,jīng
大,O,M,nt,大,dà
学,O,E,nt,子,xué
糖,B-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
中,O,B,n,丨,zhōng
心,O,E,n,心,xīn
(,O,S,x,UNK,UNK
张,O,B,nr,弓,zhāng
晓,O,M,nr,日,xiǎo
燕,O,E,nr,灬,yàn
、,O,S,x,UNK,UNK
霍,O,B,nr,雨,huò
明,O,E,nr,日,míng
、,O,S,x,UNK,UNK
张,O,B,nrfg,弓,zhāng
冬,O,M,nrfg,夂,dōng
娟,O,E,nrfg,女,juān
、,O,S,x,UNK,UNK
吴,O,B,nr,口,wú
静,O,E,nr,青,jìng
、,O,S,x,UNK,UNK
魏,O,B,nr,鬼,wèi
明,O,M,nr,日,míng
芬,O,E,nr,艹,fēn
),O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
肝,B-Anatomy,S,n,月,gān
SPACE,I-Anatomy,S,x,UNK,UNK
X,I-Anatomy,S,x,UNK,UNK
SPACE,I-Anatomy,S,x,UNK,UNK
受,I-Anatomy,B,n,又,shòu
体,I-Anatomy,E,n,亻,tǐ
上,O,B,v,一,shàng
调,O,E,v,讠,tiáo
糖,B-Disease,B,n,米,táng
尿,I-Disease,M,n,尸,niào
病,I-Disease,E,n,疒,bìng
小,O,B,n,小,xiǎo
鼠,O,E,n,鼠,shǔ
肾,B-Anatomy,B,n,月,shèn
脏,I-Anatomy,E,n,月,zàng
脂,B-Test,B,n,月,zhī
肪,I-Test,M,n,月,fáng
酸,I-Test,E,n,酉,suān
合,I-Test,B,l,口,hé
成,I-Test,M,l,戈,chéng
酶,I-Test,E,l,酉,méi
LB,O,S,x,UNK,UNK
的,O,S,uj,白,dí
表,O,B,v,衣,biǎo
达,O,E,v,辶,dá
LB,O,S,x,UNK,UNK
王,O,B,nr,王,wáng
冰,O,E,nr,冫,bīng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
程,O,B,nr,禾,chéng
丽,O,M,nr,一,lì
静,O,E,nr,青,jìng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
高,O,B,nt,高,gāo
政,O,M,nt,攵,zhèng
南,O,E,nt,十,nán
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
张,O,B,nr,弓,zhāng
晓,O,M,nr,日,xiǎo
燕,O,E,nr,灬,yàn
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
霍,O,B,nr,雨,huò
明,O,E,nr,日,míng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
张,O,B,nrfg,弓,zhāng
冬,O,M,nrfg,夂,dōng
娟,O,E,nrfg,女,juān
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
吴,O,B,nr,口,wú
静,O,E,nr,青,jìng
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
魏,O,B,nr,鬼,wèi
明,O,M,nr,日,míng
芬,O,E,nr,艹,fēn
sep,sep,sep,sep,sep,sep
LB,O,S,x,UNK,UNK
[,O,S,x,UNK,UNK
摘,O,B,v,扌,zhāi
要,O,E,v,覀,yào
],O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
目,O,B,n,目,mù
的,O,E,n,白,dí
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
